\outl0\strokewidth0 \strokec2 ,tweet,class,class2,rand
708,@user ahah. je pensais à des partenariats autres que financiers. et je ne m'attarde pas sur les entreprises concer… @url,1,1,0.194489095
12265,"It's not ""pears"" bitch, it's PEAR.\",1,1,0.194491654
17672,"RT @SheDreamsTheD: Don't ever be ashamed of who you are, unless you a hoe.\",1,1,0.194540727
13187,Model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties!\,1,1,0.194549497
21038,SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC\,2,2,0.194613653
24042,aka don't ignore me bitches\,1,1,0.194686208
1200,rt @user je peux pas m'empecher de penser que c'est la meme mecanique qu'avec le faux compte gauchiste et provocateur @user,1,1,0.194725841
11765,"Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga\",1,1,0.194790568
13347,My down bitch &#128074; my crime partner &#128176;&#128299; ima bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;\,1,1,0.194795163
8152,Bad lil short fine bitch lil petite sumn\,1,1,0.194879427
3111,@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.\,1,1,0.194882471
8975,Didn't know Alberta had Brampton bitches #flourish\,1,1,0.194907368
10772,I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox\,1,1,0.194930209
4039,"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack\",2,2,0.195000072
17202,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house\,0,1,0.195010553
365,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""\",1,1,0.195061734
16654,RT @Lovablee_Tyy: Im a bitch when Im hungry !\,1,1,0.195075841
13620,Nigga payback's a bitch..!\,1,1,0.195116249
23985,Your bitch playing games? I may be the joystick\,1,1,0.195177856
1719,@user @user l'islam n'est pas le terrorisme... je veux dire l'extrémisme et il existe dans toutes l… @url,2,2,0.195181892
6791,@lukejohnson06 @laurenbeckkkk1 @lllexiss hey dude watch who your calling a bitch..\,1,1,0.195185514
25013,the bae gettin her nips pierced &#128525;&#128525;\,1,1,0.195250356
17926,RT @TMRoja: I'm all cock and pussy like in my tweets; and all penis and vagina like in DMs &#128586;\,1,1,0.195310069
23289,Who needs an alarm when you have the worlds most annoying bird outside your window?!??\,2,2,0.195312472
4331,"@MyKat_Meows some blockhead hoe, she ain't nothing,boo\",1,1,0.19537393
7164,@saraelizabethj4 that's what happens when you date a colored\,0,1,0.195428409
7293,@strawberrycoca ling ling krunkchip\,2,2,0.195521262
1443,&#8220;@MeCause1mRae: A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;\,1,1,0.195537001
2269,1st game of Fall 7s.. finna kill some hoes\,1,1,0.195585353
2919,"@ChrisProbst11 @thorsyndirgard @peta \
Right in the pussy\",1,1,0.195688379
13925,"Older black guy at factory\
""I know none of these coons i work with tipped so here's $15.""\
He was right too &#128514;&#128514;&#128514;\",1,1,0.195732202
10258,"I ain't going to movies, hoe we straight sexing.\",1,1,0.195767797
24110,"bitch I'm eating!!!!!! you are so blocked!!! RT @MayaAngelouFRO: STOP WHITE PEOPLE 2014 http://t.co/u7oXMK8nup""\",1,1,0.195808634
17450,RT @RealKiddSmyllz: I wonder if I can sue a bitch 4wasting my mf time\,1,1,0.19583353
12342,Japanese teen has her trimmed pussy toyed by a green&#160;vibrator http://t.co/jC8AZqu6nr\,1,1,0.19604223
22629,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you\,0,1,0.196165763
11212,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""\",0,1,0.196206072
1914,"&#8220;@prvnceflvcko: When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&#8221; &#128128;\",1,1,0.196231688
20829,RT @xofantasybby: A mexican bitch better win the crown! #NuestraBellezaLatina\,1,1,0.196250112
2899,il est attardé??? @url,2,2,0.196292276
424,putain jvien de comprendre la punch « mon middle tous ceux qu’ont douté » jsuis vraiment un attardé,1,1,0.196428527
1182,@user dites à votre pseudo journaliste/juriste que l'islam n'a rien à voir avec le terrorisme .merci,1,1,0.196471859
2785,@user @user @user @user @user @user chaque année ya un mongol qui fait cette photo,1,1,0.196502443
11611,I'm making pollo a la brasso today\,2,2,0.196503729
17470,"RT @RedTvvitter: ""Does my Mewtwo make your pussy wet?"" http://t.co/W4zzHr6Kum\",1,1,0.196575513
6153,"@freddurst shut up faggot, no one cares\",1,1,0.196609892
4043,@Lil_A47 &#128514;&#128514;&#128514; you're a coon\,0,1,0.196638663
1488,"&#8220;@OnStar: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;\
\
""That white pussy uhhh get ya""\",1,1,0.196727428
11276,I treat my bitches with respect\,1,1,0.196748728
15549,RT @FightCIubs: Resisting the urge to smack a bitch http://t.co/kwe5j13O9b\,1,1,0.196756526
1180,liked @user video @url l'islamisation du québec - manifestation vendredi le 15 décembre,1,1,0.19680438
6394,@jalenwanna bad bitches only?\,1,1,0.196820689
23238,When you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? http://t.co/1B822azXiQ\,1,1,0.19685087
17209,RT @OurGreatAmerica: RT if you think twitter should change the bird logo to a badass bald eagle #Merica &#127482;&#127480;\,1,1,0.196892879
11493,I'm a broke hoes dream Rich girls cream !\,1,1,0.196961014
16423,"RT @King____J: One nigga from the past told me one thing I'd never forget ""one mans trash is another mans treasure""\",1,1,0.197018349
13492,N%a hit the butta slide at the end of that bitch &#128514;\,1,1,0.197089277
3011,les rebeus formées dma tl la restez trql il est mineur jcrois @url,1,1,0.197115447
10528,I don't want sex bitch I only want ya neck bitch lol\,1,1,0.197133827
10291,I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.\,2,2,0.197215438
3943,@KingHov1313 @Pr3ttyN33 song trash....\,2,2,0.197227381
10545,"I dont mind gay people but the flamboyant ""hey look at me Ima faggot"" kinda gays annoy me. bruh just play wit ya booty in peace. ion care.\",1,1,0.197256409
22919,WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds\,1,1,0.197272391
21199,She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe\,1,1,0.197329258
19773,RT @jenebooks: I feel a lot of ppl trash talking indie for all sounding the same but i think any genre you're not v into tends to sound th &#8230;\,2,2,0.197424624
16584,RT @LilHakBeatz: &#8220;@ReturnOfTheMarc: I'ma beat with pussy up like Ray Rice. Hit it with a left. I don't need a right. #remix #tosoon&#8221; http:/&#8230;\,1,1,0.197463608
4794,"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase\",0,1,0.1974957
8078,"Aw man, that bitch she go hard.. Put it on me I'm like ""Oh Lord""... No panties, baby, no bra !\",1,1,0.197538764
11663,I'm roasting the first one of my niccas who rock them shits!\,1,1,0.197555773
17399,RT @RaeRecum: These hoes ain't shit &#128514;&#128514;&#128175;\,1,1,0.197580936
17334,"RT @Priceless_KP: It ain nun to cut dat bitch awf \
\
- Verizon\",1,1,0.19760177
12715,Life's a bitch then you die- Tony\,1,1,0.197607683
1927,quand tu ne t'attarde plus sur les futilités te focalise sur ce qui te donne de la joie plutôt que ce qui t'angois… @url,2,2,0.197675643
4902,"@SteveMartinToGo careful, they might try to queer ya!\",1,1,0.197801362
14982,"RT @CayMarieee: I love my BFFL, she don't even smoke but for my bday bitch gone b turntttt fa me &#128153;&#128520;\",1,1,0.197849381
9148,"E250 5.4 motor and tranny\
\
I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V\",2,2,0.197875736
505,@user jsuis grave mort avec les rires du renois là ça décrédibilise x10 la vidéo,1,1,0.197894466
17924,RT @TIKOAMG: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU\,1,1,0.1979001
24587,ion care if I'm in the wrong bitch don't blow ur horn&#128226; at me\,1,1,0.197903326
591,"""We hate niggers, we hate faggots and we hate spics""-kkk rally\",0,1,0.197927443
24348,"girl acting like I'm staring at her\
bitch I just can't laugh at your joke?\
ain't worth staring at anyways\",1,1,0.198003353
10013,He sound like a bitch\,1,1,0.198015501
2111,"' Ima pull up , eat on that pussy and dip &#1041219;&#9996;&#65039; ,\",1,1,0.198063018
2124,@user @user @user c...est vous qui parlez de vue gauchiste avilissante. pas moi. vous associez cette... @url,2,2,0.198200815
1665,les rebeus quand tu leurs donnent pas de clopes @url,1,1,0.198202838
5988,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat\",1,1,0.198204411
15691,RT @GatorDwqam: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.\,2,2,0.198259355
11423,"I would went in on that ref hell, with a post game interview saying he called me sad and trash.\",2,2,0.198334088
23842,You know these hoes wishy washy !\,1,1,0.198357202
1296,&#8220;@GANGLANDABBY: What these bitches want from ah nigga &#128526;&#8221;\,1,1,0.198613694
19285,"RT @dcolbray88: ""@VonDreaam: If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"" #OhKillem&#128544;&#128299;\",1,1,0.19864883
8060,At least ima a faithful bitch &#128524;\,1,1,0.198708908
15417,RT @DrugsForSteph: A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&#8230;\,1,1,0.198733871
14026,Only things that calm me down.. pussy and some Cali tree.\,1,1,0.198774417
5554,@_dinora_e jk i would be a bitch if i got them done !\,1,1,0.198795269
18936,RT @ajjacobs: Just learned that there was a 1932 Japanese political plot to assassinate Charlie Chaplin. #PleaseOptionThisTweetNow #Back ...\,2,2,0.19889976
3073,@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these bitches!!!\,1,1,0.198905128
437,@user du coup pour l’attarde c’est celui qui émet un jugement ou celui qui juge sans avoir vu,2,2,0.198996608
2583,@user les ultra-religieux n'ont rien contre le viol! mais contre l'avortement!,0,1,0.199005191
19114,RT @bubble_wrapMe: These hoes ain loyal\,1,1,0.199113579
23086,What kind of bitch ass throw was that Alex. Fuck.\,1,1,0.199189673
3459,@HiPHopFeEeN old with a old wolf pussy that is\,1,1,0.199202091
15572,RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg\,2,2,0.199286933
6890,@mjdwarner that's a bitch. I have no desire to see that much bullshit hahahaha\,1,1,0.199335239
13923,Old hoes get mad when you don't show them the attention they want.\,1,1,0.199357712
21866,That long hair doesn't cover up your redneck\,2,2,0.199378778
20597,"RT @thecoreyholcomb: People who r mentally stable know when to beat their kids &amp; when to talk to them. Clubs hoes &amp; ""stop by dads"" should n&#8230;\",1,1,0.199410408
2131,voté... @user raconte sur le @user une journée d'élections en eswatini dernière monarchie… @url,1,1,0.199414965
13,""" bad bitches is the only thing that i like ""\",1,1,0.199426719
5991,@dchestnut26 don't shake your head at me. I just love to trash talk.\,2,2,0.199485905
21659,Stupid bitch should have stayed home &#128545;&#128530;\,1,1,0.199510304
16355,"RT @KevinHart2ReaI: All Bow Wow hoes on the stage, lol\",1,1,0.199562226
17064,RT @NoHoesNextDoor: Mimi so proud to be a hoe\,1,1,0.199598178
634,"""are we bitches?"" - @chellyhernandez\",1,1,0.199599009
17145,RT @OTBVA: these judges are fuckin retarded\,1,1,0.199628294
4480,@OriginvlEpic in the trash\,2,2,0.199735249
18609,"RT @YungPineapple_: ""To bad you wont hit a girl pussy"" http://t.co/hsRjqyxZj8\",1,1,0.199837078
18535,RT @YOUKNOWDOBY: Niggas talk more than bitches these days......\,1,1,0.199910292
8698,Chill bitch we ain't in love\,1,1,0.199941782
19401,RT @etaks2evil: When the pussy so good you can't pull out. Ever. http://t.co/3529gVbXkT\,1,1,0.199958283
13025,Make up artists = cover up for selling pussy or second gig for bartenders or students\,1,1,0.200011662
18399,RT @VinceSports: Best #CollegeGameday sign ever! The Dak-ness is spreading! Charlie Murphy's True Hollywood Stories. #ChappelleShow http://&#8230;\,2,2,0.200112227
521,@user @user j'ai déjà mis mongol roulé avec toi ?,1,1,0.200112534
22722,"Tracy Morgans car wreck and the press was covered by Zappa in the 60's...""Some joker with a brownie and ye'll see it all complete""\",2,2,0.200146472
17150,RT @O_ShitItsLaura: Good day with these 2 bitches @yadirasarmiento @Jessycaa_Rubi &#128536;&#9996;\,1,1,0.200223672
2216,... lol nah hoes we dealt with it so will y'all &#128128; http://t.co/RXTJwwKfHJ\,1,1,0.200271794
7170,@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch\,0,1,0.20035291
19717,"RT @itscoleharmon_: Guys at parties be screaming ""these hoes ain't loyal"" but they drunk &amp; cheating on they gf with a girl who look like Ra&#8230;\",1,1,0.200386437
20167,RT @natal_mendoz: Whore slut cunt bitch nigga\,0,1,0.200415179
13501,"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe.\",1,1,0.2004437
9085,Double tap and imma be honest hoe honest hoe &#128514;&#128514; http://t.co/T5iBbIGRUl\,1,1,0.200464093
3680,"@J_Kwest No, Cpt Commando is a hoe and a cocksucker\",1,1,0.200468098
22613,This song may be for basic bitches but it's such a mood boost\,1,1,0.200479987
5183,"@TreyDoe_: @HallDerik @20ToLife_ once fag."" You got pressed to the ground? ..hang up your cleats n never put them back on or think about it\",2,2,0.200650406
645,stephenson il fait des phase de mongol,1,1,0.200651859
15406,RT @DreamChaser_100: New Orleans in that bitch .. Serious\,1,1,0.200778726
13500,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh\,2,2,0.200820158
13475,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.\",2,2,0.200873322
1841,&#8220;@jcash___: @VoiceOfDStreetz noll nigga I'm Talm bout Tt and juice &#128514;&#128514;&#128514; @FreeMolly_&#8221; me too! Ion hoe Em\,1,1,0.200942673
20702,"RT @tyleroakley: Merry Christmas, everyone! Unless you're a fucking bitch then literally just go.\",1,1,0.201038126
100,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy\",1,1,0.201048735
3463,@user @user etre au sommet de la chaine alimentaire = torturer des animaux pour mon plaisir ?,2,2,0.201079228
1750,&#8220;@cb_marie: I need to find is both a damn job. &#8220;@what_evaittakes: @cb_marie needs to find a bitch a job&#128553;&#128553;&#8221;&#8221;right\,1,1,0.201084827
16717,RT @Mabelistocute: Every bad bitch comes with mood swings\,1,1,0.201223329
11960,"If you really know me, you know all the problem i go through with all these hating ass bitches.\",1,1,0.201237196
20261,"RT @papigabs: where's the girl I could pack this bowl with? I know u out there hoe, quit playing\",1,1,0.20124407
883,rt @user ce passage sur le marin chinois mais serieusement  empereur ching chong ayaaa  @user @url,1,1,0.201327882
24161,bitches come &amp; go ya know that\,1,1,0.201397362
24431,hoes thinkin 2014 turns them into born again virgins.\,1,1,0.201428715
4937,"@SuSuSudafed\
I eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream\",2,2,0.201429899
9600,Fuhk you you hoe I don't want you back classic joint http://t.co/RSTFFagdwY\,1,1,0.201445287
3332,@Get__Em__Craig funky hoe you gone solo\,1,1,0.201468035
16102,RT @JaidTaylorLive: No &#9981;&#65039; for you hoes!\,1,1,0.20153949
8742,"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne\",2,2,0.201592877
729,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1\",2,2,0.201757106
694,#California is full of white trash who moved from #Oklahoma\,0,1,0.201797203
1619,je fous qu'on traite de complotiste. je sais ce que je dis. et je ne suis pas antisémite voilà pourquoi je l… @url,1,1,0.201831401
2272,2 adult human skulls found in trash http://t.co/VcsNP9ejV9\,2,2,0.201861848
823,#Yankees #Jeter Let him play the entire inning. That's fitting.\,2,2,0.202080009
25092,this one bitch dont feel the same no more an henny dont really kill the pain no moree\,1,1,0.202084828
24488,"i listened to dedication 4 about three times exactly, any more than that gon make you a pussy eater #subsciously\",1,1,0.202116014
18502,RT @WorldStarFunny: we don't love these hoes http://t.co/3waEZGCOVI\,1,1,0.202225625
2328,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1\,2,2,0.202228892
18908,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;\,0,1,0.20222977
24766,nigga u a cunt where yo fendi clutch\,0,1,0.202256232
6829,"@matty_2_fatty fuck you bitch, where's my sleeve\",1,1,0.202280413
4617,@Rams_6 happy birthday bitch!\,1,1,0.202342393
2002,&#8220;@zooyorkinit: @whattheflocka lol love you ;)&#8221; little bitch\,1,1,0.202347418
17906,RT @TAXSTONE: If YA bitch ex is a nigga u think is lame u might be lame for having a lame nigga old bitch\,1,1,0.202394683
11419,I would love to not be hit with the jig for once in my fucking life\,1,1,0.202457531
21790,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado\,2,2,0.202460308
20802,RT @xDSmooth: @Mixxed_BreedXO @1BookieG this niggah was tripping over everybody\,1,1,0.202533307
7755,Aint This A Bitch... I just saw my bitch kiss a bitch . You lucky I dont kill yo ass but you can still get pistol whipped - wayne\,1,1,0.202549128
2328,@user @user pis mon ken. ca doit etre encore un sale gauchiste?,1,1,0.202654187
2858,@CatholicMomVA @Neal_Dewing that would cripple our military :)\,2,2,0.202720799
67,@user @user @user de plus la majorité des migrants venant en france ne cherchent pas du tout le n… @url,2,2,0.202799894
7712,Adam West? RT @share_ps4: LMAO this is trash b http://t.co/TsvuMw92HU\,2,2,0.202815306
2987,@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something\,1,1,0.202889456
3416,@user @user mds tu é mongol?,1,1,0.202935357
17337,"RT @PrinceVelly: I feel sorry for da females that dont get what they deserve, while these hoe bitches get treated like queens &#128543;&#128543;&#128543;&#128543;&#128543;\",1,1,0.202949604
7175,@savannacurry_ just be like me make bitches move\,1,1,0.202991444
6363,@itsjaylaaa I don't fight bitchez. They bitch during it to much.\,1,1,0.203016861
5883,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election\,2,2,0.203047641
12009,Im a boogie ass niggahs to these fast hoes\,1,1,0.203061927
537,@user @user @user baah mange pas de viande fait pas nous chier avec nos steak frite ou nos rougaille boeuf,1,1,0.203105834
19393,"RT @erdikken: Where are They Now Fads \
Doc Martens -enjoying anal sex \
Girbaud -Posers, wiggers, fake bangers. Now accountants\
Jncos -Domin&#8230;\",1,1,0.203173232
5068,@TheIronPony You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.\,2,2,0.203180631
11264,I thought she was albino tho &#128563;\,2,2,0.203213215
2998,Être contre la peine de mort mais militer à fond pour l'avortement... si toi aussi tu fais caca sur la logique de… @url,1,1,0.203301882
20698,"RT @twincitytyson: bitches hanging in the salty spatoon, tweetin ""y can't I find a good guy :-(:-(:-(""\",1,1,0.203360184
25040,there ain't one UNpregnant bitch in the world anymore Smh\,1,1,0.2033796
3630,@user parce qu'encore une fois c'est une minorité de mongol qui va emmerdé une majorité de pratiquant d'airsoft… @url,1,1,0.203405782
20365,"RT @rihanna: Life's a bitch, but that's the only love I know\",1,1,0.203419914
16004,RT @ImTooMuch: Trent Richardson so trash\,1,1,0.203453691
17978,"RT @TeamBoosieBoo: No officer I wasn't drunk driving, I was swerving on them hoes.\",1,1,0.20346747
13207,Money has bin on my mind lately so I think its time to leave the hoes alone and get with the program &#128176;\,1,1,0.203488573
19622,"RT @iRepFrisco: Should've lost in Carolina, in Houston &amp; tonight in St. Louis! #Lucky\
\
#Seahawks are complete trash!!\",2,2,0.203503519
7240,@skyereyes_ @Feebito_23 right because as far as im concerned I ain't no bitch tf.\,1,1,0.203539762
945,@user ptdrrrr eh j’ai explosé kenny c’est un attardé @url,1,1,0.203548613
17636,"RT @SexTaIk: When you have a good girl, say no to hoes\",1,1,0.203572174
2792,rt @user pq tu fais la sjw gauchiste les poids lourds c'est sur la droite. _ et les connards c'est sous les roues @url,1,1,0.20357709
3331,@Get__Em__Craig I was sleep hoe where you at\,1,1,0.203598331
4545,"@PimpBillClinton @tareksaadmisr that's Arabic for ""you one pussy gettin motha fucka""\",1,1,0.203667006
861,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS\,1,1,0.203691398
9417,"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS\",2,2,0.203694723
16583,RT @LilGrim_4DaFame: im just a average nigguh who chasin his money &amp; dreams while tryin stay out of trouble\,1,1,0.203766917
8947,Designer belt with a trash fit is still trash..\,2,2,0.203769625
19255,RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;\,2,2,0.203889902
20954,Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium\,1,1,0.203980785
197,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.\",1,1,0.204031179
6469,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.\,2,2,0.204060163
3257,@FixItJESUSx just be a hoe then\,1,1,0.204095518
5220,@Tyler_Gale12 @bellakoval @apmorales96 it's at your house bitch\,1,1,0.204114415
21716,Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes\,1,1,0.204176053
1282,&#8220;@FreeBlizz_ICBC: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing\,1,1,0.204234756
18059,"RT @TheDrunkStory: ""My girlfriend cheated on me so I dumped her. I'm dating her mom now so now that bitch is my step daughter."" - Texas Tec&#8230;\",1,1,0.204252257
2367,@1stBlock_Rody pussy\,1,1,0.204268749
1016,&#128514;&#128514;&#128514;&#128514; RT @MREEUH: when you're trying to relax but your pussy is shooting out light beams http://t.co/5eHbmr8TKo\,1,1,0.204353067
17593,"RT @SarcasmLeague: Back in elementary school, when you were line leader, everybody else was your bitch.\",1,1,0.204363686
8638,Chaber Books: BRAGADAYJAH 315 http://t.co/qTr6lzCsdj: Further restrictions on eating certain insects and birds\,2,2,0.204371009
20589,RT @thecoreyholcomb: All these bitches somewhere coughing like a mug http://t.co/Pow2SHkwIz\,1,1,0.204476248
21986,The birds and the bugs #voguet by Anat R http://t.co/ndMELHuWCg via @Etsy #vintage #jewelry #bugout #insects #birds\,2,2,0.204489395
19697,"RT @ispeak_sarcasms: I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??\",1,1,0.204549065
5272,@Walmart fuck your store bitch\,0,1,0.204599097
3472,"@HomoHulk told you them bitches was mad even, g.\",1,1,0.20460869
8703,Chillin with my main hoe Becky http://t.co/hLKO2LnsuX\,1,1,0.204639283
3872,@user je ne comprend pasles antispecistes sont contre l'avortement ou pas.,1,1,0.204704567
5225,@UnicornCowboy @Lvl_7_Eevee @hisorraya mutha fuckahs better bring me all the brownies ever!\,1,1,0.204718571
12927,Lol niggas still be talking about me threw bitches smh\,1,1,0.204794813
11494,I'm a couple bitches header &#128526; ioeno em &#128514;&#128514;\,1,1,0.204889705
9380,Fizz a whole hoe outchea see would of been walking\,1,1,0.205226984
15545,RT @Fewjr: &#8220;@1MarKus_A: Pau a hoe. How u gon play after the trade deadline&#8221; I dislike that guy. Yea he helped bring two chips but he soft A&#8230;\,1,1,0.205272462
8879,Damn.. lol *CENSORED* RT @jwill252: Redskins Bitch!!!! Lets fucking go fuck the eagles we bout to burn that bitch down!! HTTR\,1,1,0.205339866
12217,"It's #CampaignSeason, bitch. @MikeofDoom https://t.co/muxtC1fHmH\",1,1,0.205368195
18269,RT @TryHardTee: @davidam_23 get downstairs and play me im fifa bitch\,1,1,0.205377171
20851,RT @yo_fav_rapper: I was HEAD FIRST EVERY TIME FOR YOU. . but now I'm pussy?&#128533;\,1,1,0.205405621
1070,@user que ce ne soit pas des burundais refugies alerte car leur corps sont visibles loeil nu,1,1,0.20540947
21537,"Sometimes I wake up on the ceiling , the floor , outside , near a trash can, on your mom, in Hollywood somewhere, in a ally somewhere\",1,1,0.205472947
2605,@user ben voyons si c’est pas de l’islam politique d’islamo-gauchiste .... ( toi aussi inventes des mots et d… @url,1,1,0.205477557
1849,"&#8220;@kaitlinfryer: Big oleeeee middle finger, bitch.&#8221;\",1,1,0.205479392
7202,@selenalinn_ the jets are trash my bad i see what you meant &#128514;\,2,2,0.205539241
1955,je fais du stop 22h je retrouve entre 4 renois fumer du shit,1,1,0.205574347
13661,Niggas gossip like hoes man I ain't wid that shit\,1,1,0.205676871
4311,@MrRedMartian this pic is trash. D!ck is dry af.\,1,1,0.205753659
25086,this ho on Lifetime cray\,1,1,0.205777188
1190,&#8220;@CakeMamaa: Y'all hoes messy on god !&#8221;nbs&#128064;\,1,1,0.205809962
17219,RT @Oz_lito: Dis bitch wanna smoke all our weed\,1,1,0.205812507
6265,@heydenbunsyolo then bitch how about u go read wtf I put then\,1,1,0.205886044
2303,416 we know ya bitch @kendricklamar\,1,1,0.205934587
16970,RT @NICKIMINAJ: U bitches could neva get him to buy all dem snacks. Fuk wit me\,1,1,0.205946884
10210,How you fucc for cash but u not a hoe ???? And how I'm going to respect u if your poccets broke ??????\,1,1,0.206182767
14581,RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;\,2,2,0.206188172
724,je comprend pas pk toutes les plus belles meufs kiffent les renois j’en ai marre,1,1,0.206191078
4511,"@Pacific_Tomb yeah, us crackers are the devil.\",1,1,0.206208677
13622,Nigga retweets the most trash shit\,1,1,0.206215093
1580,@user oui c’est vrai &lt;3,2,2,0.206237798
21472,Some bitches curve game be too serious\,1,1,0.20632134
1360,@user @user donc en gros plus d'animaux d...elevages dans les exploitations mais que quelques s... @url,2,2,0.206346829
10751,I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;\,1,1,0.206350216
22823,U sure tha bitch ain't slumped over dead ? Lol &#8220;@GucciLikeSushi: The thots is out here ! ! http://t.co/Lb9I8rHTmV&#8221;\,1,1,0.206442629
18100,"RT @TheOnlyReed: Sooner or later ya pussy gon tell\
Me the truth, let's hope it's not while I'm in it, cause Ima kill u\",1,1,0.206451325
24729,my bitches getting even badder\,1,1,0.206460048
4863,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil\",0,1,0.206495057
543,"""Niggas be pressed for pussy, Eeeeeen nothin""\",1,1,0.206507442
14659,RT @BasedPaco: I'm just a normal ass dude that has no hoes and happens to be funny every once in a while\,1,1,0.206566835
8195,"Because at your local insurance agency, the customer is ALWAYS our bitch. #itakeshitfromnoone &#128079;\",1,1,0.206583494
14365,RT @40oz_VAN: Don't be that frontin' ass bitch.\,1,1,0.206627141
2891,"@CharleeRedz13 your gay stfu, dumb monkey\",0,1,0.206638387
7562,"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;\",0,1,0.206644317
6227,"@gusandrews HEY! I'M still on LambdaMOO. (and it really is empty, nobody to talk to except that asshole bird...)\",1,1,0.206748994
