\outl0\strokewidth0 \strokec2 ,tweet,class,class2,rand
24876,pussy on my mind - bow wow\,1,1,0.038170084
11903,"If yo pussy good my ""Pullout"" game weak!!\",1,1,0.038199152
9835,Greinke you sneaky son of a bitch you\,1,1,0.038199886
9772,Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy\,2,2,0.038234235
25278,you hoe spice\,1,1,0.038235481
12234,It's a small world and hoes make it smaller\,1,1,0.038264378
16847,RT @Milesss_: If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&#128514;\,1,1,0.038273297
13104,"Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through.\",1,1,0.038289749
5898,"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.\",1,1,0.038293625
10465,I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies\,2,2,0.038331658
11626,I'm not from the ghetto.\,2,2,0.038374726
11997,Iggy Azaelia is no one hit wonder. She is a bad bitch.\,1,1,0.038443653
21554,Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever\,1,1,0.038447344
1421,&#8220;@LuaBoo: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;\,1,1,0.0384644
5070,@TheJadedNYer nope! btw you's a hoe lol\,1,1,0.038465785
1551,"&#8220;@SheTwirlsMyKan3: I say bitch bad, woman good, lady better&#8221; Lupe?\",1,1,0.038487445
19489,"RT @greco_joel: Me: let's try a 2nd attempt of my first day of work\
The cold: haha yeah right I fucked your car and your bitch\",1,1,0.038594971
4871,"@SoopDevilles You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams.\",1,1,0.038658155
22398,This biatch just called me a bitch &#128514;&#128514;\,1,1,0.038659932
25107,"to me niggas cheat on they bad bitches bc they think they can get more bad bitches, that one girl will give em a big ass ego\",1,1,0.038689054
22412,This bitch backed into my car TWICE.. Not once but 2 times.\,1,1,0.03870977
14096,Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | http://t.co/y3GnT4l7vc\,2,2,0.038828274
10897,I keep these hoes in check until they bounce\,1,1,0.038858552
19071,RT @bijoudulcet: Y'all some bitches @nbc\,1,1,0.038951744
23683,Yo pussy ain't shit unless you had some jake from state farm in it\,1,1,0.039000647
16215,"RT @JohnnieGoings: Money, clothes, hoes, and cars. #Merica\",1,1,0.039082335
20265,RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.\,2,2,0.039153534
23339,Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l\,1,1,0.039172604
18742,RT @_PlayboyG: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu\,1,1,0.039246431
12043,Im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall\,1,1,0.039248501
2638,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow\,1,1,0.03924942
12069,Im wit yo bitch smokin. Let her keep the mid Imma roll this potent\,1,1,0.039311213
21359,Smoke good weed with bad bitch and give a good girl bad habits\,1,1,0.039316051
13166,Middle Eastern and Indonesian women are beautiful. Never seen a ugly bitch in a Bollywood film ever\,1,1,0.039381464
23823,You just her friend im the niggah she wanna fuck wit\,1,1,0.039434222
25162,we need to pile some hoes in the back of Ross' car\,1,1,0.039447743
14453,RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch\,1,1,0.03951867
11521,I'm at home throwing up taking care of my kid. Yet I'm a hoe? Oh. Oh okay.\,1,1,0.039678611
6082,@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!\,0,1,0.039684366
3293,@FuckingCashBro you&#8217;re a little bitch x2\,1,1,0.039702595
14079,Overripe eggplants are not good eats. #UNCLEtweet\,2,2,0.039768935
19842,"RT @katmurda: I am so nice , but I'm such a bitch .. hard 2 explain\",1,1,0.039786273
14855,RT @Broski5519: Lmao.. bitches hate u but still follow u...\,1,1,0.039822967
21947,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs\,2,2,0.039857654
16917,RT @Mr_JSmart24: Twitter was fye when niggas used to go in on Trending Topics&#8230;now its just recycled tweets and hoes screaming they want loy&#8230;\,1,1,0.039885427
13568,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one\,1,1,0.039936216
21325,Skippy and the Kats. #FezBandName @RonandFezSXM\,2,2,0.039945111
17318,RT @PornAndCole: Side bitch or main bitch you still ain't the ONLY bitch. &#128079;&#128175;&#128175;\,1,1,0.039983759
13503,"Na nigguh I don't know how you "" rock""\",1,1,0.039988887
16006,"RT @Im_Amy_Bitches: I'm not always a bitch, sometimes I sleep\",1,1,0.040027361
19274,RT @davegetnmoney: I beat the pussy up up up up up...\,1,1,0.040045645
13336,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;\",1,1,0.040107138
23985,Your bitch playing games? I may be the joystick\,1,1,0.040133172
10466,I don't buy pussy cuz it's free bitch I buy lacs!\,1,1,0.040139044
24973,stfu redneck white trash head ass\,1,1,0.040192159
8963,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?\",2,2,0.040289066
5644,@alesiahenderson wat a faggot\,1,1,0.04031938
20848,RT @yes_paul: I bitch about unnecessary things lol\,1,1,0.040375938
7996,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&#8217; release\",2,2,0.040413481
9314,Fat bitches got the most pictures\,1,1,0.040427648
7654,A lot of I fucked up call me back this bitch is tripping .. Lol\,1,1,0.040433732
1994,"&#8220;@xoxo_hayleyy: ""@savageater: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&#9995;&#128530;&#8221;really swerve\",1,1,0.040451468
11896,If viagra was for bitches it'd be called niagra\,1,1,0.04045496
20389,RT @ryancruz_: &#8220;@1waynostra: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128553;&#128553;&#128514;&#128514;&#128128;&#128128;&#128128;&#128514;&#128553;&#128128;&#128128;&#128128;&#128514;&#128514;&#128128;&#128128;&#128128;&#128514;&#128514;&#128553;\,1,1,0.040547328
212,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""\",1,1,0.040562502
20106,"RT @michaelpshipley: Martin Short On - CONAN - Oct 3, 2014\
\
""With your yellow skin and red hair you look like a #2 pencil.""\
\
https://t.co/U&#8230;\",2,2,0.040598668
3887,@KeenoKlutch im on that hoe now\,1,1,0.040606441
22551,This is why no one likes you. Because you're a bitch. And a slut.\,1,1,0.040663782
15974,RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8\,2,2,0.040664716
3679,"@J_Fritzy @vivaalakatyy @Lompartayy @brotherbill7 @JHuff_5 bitch better back up, Katy's mine\",1,1,0.040665523
11716,"I'm tryna face fuck kesha, you bitches bringin beef I'll get the lettuce n ketchup\",1,1,0.040772211
23940,You&#8217;re a bitch RT @FuckingPatBro: Ain&#8217;t seen y&#8217;all lose that bad since&#8230; RT @Thotcho: At work slitting my wrists currently. Thanks tom brady\,1,1,0.040811102
2610,@BarbaraF321 @ThirtyBirdy wow and there are white people and there are crackers. Guess which one u are.\,1,1,0.040825922
2782,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway\,2,2,0.040929045
15667,RT @GMB_Ace: Boss Niggas Fuk wit Boss bitches Vice versa..\,1,1,0.040934455
17274,RT @PeterpandaCat: @savanigga Sav is a fag\,0,1,0.040940051
13322,My brothers ex was a fat hog man I swear this is the reason why he doesn't have any money or anything right now it's cause of that white hoe\,1,1,0.041026254
321,"""@bleedingtrap: god teeth , gold chain\
white bitches , cocaine""\",1,1,0.041032294
12063,Im tired of seeing this disturbing bitch with 3 tits\,1,1,0.041074734
2902,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun\,2,2,0.04108789
16169,RT @Jessycaa_Rubi: You swear youre down n the realest n you stay doing little bitch shit like that\,1,1,0.04113033
11527,I'm bout to be.back on my old shit I miss my hoes texting me saying they wanna come see me\,1,1,0.041150322
613,"""You ain't gunna do shit spear chucker""\",0,1,0.04117215
23927,"You wanna hot body\
You wanna Bugatti\
You wanna Maserati\
You better rob a bank bitch\",1,1,0.04118456
9898,Haley was called a raghead &amp; accused of adultery and she skyrocketed in the polls. y&#8217;all think Sheheen didn&#8217;t notice that?\,1,1,0.041266921
12610,Ladies RT if your head game better than your pussy\,1,1,0.041345914
10060,Here yall hoes go dicc ridin&amp; shit\,1,1,0.041379946
13988,One thing I never did and that's love a bitch cuz I'm Drillin shit. I only love my clique\,1,1,0.041436493
9409,For all you hoes know I could be DJ Zetti\,1,1,0.041468037
4933,@StudlyDubly Eat my pussy!\,1,1,0.041496224
20763,RT @whoThatBe_LAE: raising asia.... that lil bitch could dance bruh &#128514;\,1,1,0.041615604
15915,RT @Hype: African colored car I push niggerous whips\,0,1,0.041633143
22106,Them Bad bitches blow kisses by my earlobe\,1,1,0.041642612
15133,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;\,0,1,0.041686562
11640,I'm okay with rasor talking trash\,2,2,0.041694509
12851,Lmaoooooo RT @HeauxmerSimpson RT @iluvfashion618 Dre really is a big sloppy bitch. He's fat as shit.\,1,1,0.041709952
25218,whys this bitch wearing a striped tshirt and nike shocks\,1,1,0.041722535
13652,Niggas be wanting bitches with money ..but be broke as dirt &#128514;&#128514;&#128514;&#128078;&#128078;&#128078;&#9996;&#65039;\,1,1,0.041888658
11152,I see the same hoes\,1,1,0.041943617
12421,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?\,2,2,0.041996452
17446,RT @RealJackNeisen: Damn... that's a cold ass honkie\,1,1,0.042037003
7463,@vhr6190 @NudesForJordy playoffs bitch\,1,1,0.042058094
17699,RT @Shoq: He no doubt copied it from someone else. RT @KilloughCNN: Alert: The mock turtleneck is back. http://t.co/uM7aTH7tHT\,2,2,0.042102213
24788,no pills jus weed kill dat pussy all night damn right sho u right\,1,1,0.042118097
2830,@CapoDaAssHole @Alejandro_Bihhh all hoes singing it too\,1,1,0.042138199
4368,@NaramY22 nah that shit gets me heated. I have the smartest mouth and know what I'm doing and get called a retard. I'm done playing games\,1,1,0.042222939
22949,"Want to go get this brownie, I'm stuck doe.\",2,2,0.042232197
2220,...and I'm goin back to school.. only for the hoes and a class or two\,1,1,0.042261082
15167,RT @CuhCuhCuh: bitches is twerkin on camera while they kid watchin sponge bob cuh\,1,1,0.042371827
22454,This bitch literally just pulled a whopper from her fanny pack #america\,1,1,0.042379983
25087,this is why i love birds. http://t.co/Gk2wiNhBkw\,2,2,0.04238814
21414,So many weird people in the ghetto at this time.\,2,2,0.042524181
2563,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham\,1,1,0.04266534
22732,Treatin yo hoe like she yo bestfriend.. Like thats wifey\,1,1,0.042895707
11206,I swear ion see how broke niccas still out here gettin pussy smh\,1,1,0.042925263
12229,It's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this\,1,1,0.042938353
7246,@sleepe21 these hoes gay thats why\,1,1,0.042949387
8096,Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever\,1,1,0.042987809
18247,"RT @Trigga_Trea_: Some of you hoes so basic I have to break it down Barney style \
&#128514;&#128514;\",1,1,0.042989808
12272,It's only 9:12 AM here but I'm about to pour up some pineapple ciroc &amp; blast this Future mixtape at maximum levels because bitch Im in Vegas\,1,1,0.043038114
11374,I wish I would argue with a nigga or a bitch imma just laugh at ya ass\,1,1,0.043082095
4093,@Lvl_7_Eevee @UnicornCowboy @hisorraya I'll trade you one car drift for brownies.\,2,2,0.043137633
12861,Lmfao bitch got her shit rocked\,1,1,0.04315765
23844,You know what fuck you too bitch your such a little hoe! &gt;.&lt;\,0,1,0.043206199
15833,RT @HerMoufPiece: Hairy pussy bitch you the type that got herps\,1,1,0.043233696
22976,Way too many pussies who just lay down and do nothing in my generation. Both literally and figuratively.\,1,1,0.043279515
17683,RT @ShelbyMccurry: I'll purposely read your message just so you know I read it and didn&#8217;t reply. I can be a bitch like that. #SorryNotSorry\,1,1,0.043362951
24483,i havnt fought a bitch ina minute. .cant wait.\,1,1,0.043383002
12704,Life aint shit but bitches and money\,1,1,0.043402713
7697,"Abby doesnt understand how beautiful she is, bitch you is straight up trippin. You know guys be droolin boutchu. Dont play. Lmao\",1,1,0.043415316
18059,"RT @TheDrunkStory: ""My girlfriend cheated on me so I dumped her. I'm dating her mom now so now that bitch is my step daughter."" - Texas Tec&#8230;\",1,1,0.043483832
21575,Spark these bitches interests.\,1,1,0.043541642
8707,Chop the top on the Porsche that's a headless horse ... Extendo long as an extension cord bitch I ball like Jordan and I play full court\,1,1,0.043560694
22088,The ugliest bitches swear they bad.. But &#128564;\,1,1,0.043598251
635,"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""\",0,1,0.043603308
4790,@SchoolBoyG_ why you gotta phone in your avi texting but you got negative bitches?\,1,1,0.043617765
10398,I can't fuck with you no mo hoe and I'm sorry.\,1,1,0.043743619
9972,"Having hoes not cool, That one will be better than all them thots\",1,1,0.043798247
10382,I can't STAND an ex that won't let go like bitch get a life ain't nobody stuntin yo ass&#128553;\,1,1,0.043946048
3825,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!\,1,1,0.043974148
21866,That long hair doesn't cover up your redneck\,2,2,0.044035906
2450,@AlexSchnider niiice my nigga schinder pullin hoes\,1,1,0.044043179
19397,RT @erykahrogers_: idc how cute you are that shit dont matter if you got a trash personality.\,1,1,0.04413954
13989,One thing about it .. I'm a loyal a$$ nicca\,1,1,0.044158093
17830,"RT @SteveStfler: ""Smoking weed is so unattractive"" \
\
Haha I was trying to get high bitch I'm not trying to turn you on.\",1,1,0.044176022
23774,"You could fuck my bitch , lemme fuck yo bitch &#128514;&#128514;&#128514;&#128514; &#128175;\",1,1,0.044196792
13899,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM\,1,1,0.044197198
15768,"RT @HBCUfessions: I got some bomb dick from a Alpha, a Q, 2 Kappas, a Iota, &amp;two professors all in the same month. Im not a hoe..I just say&#8230;\",1,1,0.044202015
767,"#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself\",1,1,0.044252588
21426,So now been trill is trash cus asap said so &#128533; ok\,2,2,0.044306235
10638,I got dirty birds hey shoot like Larry bird hey\,2,2,0.044389531
23645,Yes yes yes that's all you gone hear never met a hoe yet that a tell me no\,1,1,0.044457882
1400,&#8220;@Leelucas_: @100046729 @maxnostalgia http://t.co/F7D0mxCExj&#8221; bitch ima shake til I can't nomo\,1,1,0.044518769
24748,my tweets aint shit but you bitches aint either &#128514;\,1,1,0.044616036
22279,These hoes they be homie hopping !!!! But idgf AIN'T NO FUN IF THA HOMIES CAN'T HAVE NUN !!!!!!!! GO UP THEN\,1,1,0.044629443
9600,Fuhk you you hoe I don't want you back classic joint http://t.co/RSTFFagdwY\,1,1,0.044655007
4616,"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!\",1,1,0.04475737
22888,Vanessa is such a fuckin faggot.\,0,1,0.044782781
23329,Why are there so many hoes?\,1,1,0.044858856
15357,RT @Dino_FooL: Ima catfish a bitch with fake arms\,1,1,0.04488547
21623,Stolen from cream_2fly3xl lol but really guys I'm giving classes on keeping that bitch who's registering&#8230; http://t.co/HZAORfuv5X\,1,1,0.044895649
2616,@Barbod6FCB. Wigga wigga wigga wigga wigga\,1,1,0.044903672
18060,"RT @TheEagleFazi: Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;\",2,2,0.044970256
8354,Boney ass bitch farting out mini basketballs &#128514;\,1,1,0.045003655
17299,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!\,0,1,0.045013915
23968,"You're such a fake bitch. I cannot stand you. If you read this and wonder if its about you, it probably is.\",1,1,0.045020792
12921,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson\,1,1,0.045094835
3329,"@Gertrude_Larue \
I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!\",2,2,0.045098073
9853,Guys say bros before hoes. I say food before dudes.\,1,1,0.045114917
2383,@44BINKO ima act like I hit that hoe then pass it like I was earlier\,1,1,0.045155873
9319,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr\",0,1,0.045225313
13793,"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.\
#TidyTerrorist\
\
http://t.co/sb3U1XpeG4\",2,2,0.045230233
7553,@xoxo_natty I was taking a picture and that bitch scared me lmao\,1,1,0.045242913
8424,Broner would still knock half u niccas out\,1,1,0.045250223
20842,RT @yagurlbubblez87: Ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time\,1,1,0.045256007
15798,"RT @HandsomeAssDada: majority of these females yall gassing selling pussy , prostituting , escorting , tricks all that ... don't be fooled &#8230;\",1,1,0.045280106
16321,"RT @KapreceSun: where my 2 favorite jiggers at? @S_hawn24, @Satisfied_x ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ\",2,2,0.045293536
11970,If you tell a dyke she looks just like a nigga is that a compliment? I've always wondered that\,1,1,0.045307941
9528,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame\,0,1,0.045351583
24863,prolly sum hoe tryna get in the hurricane free RT @coldhearted9_: @Pr3ttyN33 who sent that nigga to Twitter tho\,1,1,0.045505357
19361,"RT @eanahS__: @1inkkofrosess bro you just made me want that ho even more , what year?\",1,1,0.045520694
16389,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?\,1,1,0.045522773
14194,"Play me about twice? Aye, im a pyhscopathic cunt. You're dead.\",1,1,0.04555375
24102,"before and after I started playing flappy bird ...\
before: &#128522;&#127800;&#128077;&#9728;&#65039;\
after: &#128545;&#128299;&#128165;&#128163;&#128293;&#128659;&#128658;\",2,2,0.045562148
12915,Lol hell naw fuck dat one swing all swing bitch one gone get punch then the rest gone get punched tf out lmao\,1,1,0.045620844
3886,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy\",0,1,0.045629106
23228,When you catch yo bitch sending nudes to another nigga...\,1,1,0.045646326
17046,RT @Nissa_jadee: Bad bitches is the only thing that i like\,1,1,0.045671431
11289,I used to think that bitch was bad ... But not no moe !\,1,1,0.045693304
24097,basement diving mook bastards\,1,1,0.045737665
23570,Yall hoes still play around with the wrong shit I see.. Smh.\,1,1,0.045789245
5466,"@_IAMKEN you'll make the team, them niggas trash. Lol\",0,1,0.045831637
14653,RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;\,2,2,0.045895684
19716,RT @itscoleharmon_: Birth Control should be mandatory for some of you hoes\,1,1,0.04604421
23605,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59\",1,1,0.046170336
12963,Look rich act poor and never trip over a bitch that ain't yours &#128175;\,1,1,0.046213389
8974,"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! #excited\",2,2,0.046248474
15094,RT @CockyBelichick: Time for the comeback pussies. #kisstherings\,1,1,0.046294027
576,"""They have some ghetto ass bands"" * gets snuck* &#128514;&#128514;&#128514;&#128514;\",1,1,0.046378696
17538,"RT @RussOnPolitics: GOP nominee for #MAgov Charlie Baker's ""fisherman story"" falls apart. He deserves an Oscar for his play crying. http://&#8230;\",2,2,0.046393383
8812,Cute ass niggah. http://t.co/h0SQoPTYfX\,0,1,0.04641818
3907,@KenSuttling Yankees beat then in the Grapefruit league the other day.\,2,2,0.046484824
3497,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back\",0,1,0.0464945
17842,"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday\",0,1,0.046511655
8955,Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away\,2,2,0.0465229
5048,"@ThatniggaTroy need to get outta that bitch, meridian all bad now but as long as you getting that paper you good.\",1,1,0.046524003
18453,"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball.\",2,2,0.046549441
14263,Puffy face hoes\,1,1,0.046565408
14062,Oreos and coffee for brunch. I do what I want!\,2,2,0.046600195
11961,"If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger.\",1,1,0.046609067
3330,@Get__Em__Craig I hear ya hoe\,1,1,0.046631764
5267,@Waanderlusting id chink you if you left me with blue balls\,1,1,0.046638687
1197,"&#8220;@CayMarieee: I really hate this bitch, but she knows me best &#128149;&#128153;&#8221;\",1,1,0.04663895
6075,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?\,2,2,0.046642272
21,""" cancel that bitch like Nino ""\",1,1,0.046663642
21563,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me\,0,1,0.046697486
17231,RT @PRAYINGFORHEAD: hide ur bitches or else http://t.co/MLswmlArKf\,1,1,0.046698856
19116,"RT @bugattibeez: ""Nicki Minaj ass so fake."" -a bitch walking around w/ weave\",1,1,0.046707197
23289,Who needs an alarm when you have the worlds most annoying bird outside your window?!??\,2,2,0.04673487
11239,I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.\,1,1,0.046746123
20568,"RT @that1kidzi: Ohioans clowned on Kid like, ""It's sooo warm here! What the fuck is wrong with Minnesota?"" Well that bitch Karma teamed wit&#8230;\",1,1,0.046754252
8677,Chase really got hoes in every state it's crazy his @ name the truth\,1,1,0.046754543
10628,"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &#9829;\",1,1,0.046775833
5294,@WhoDey8182 Sum bitch that looks good! Where does a man such as myself pick up one of those?\,1,1,0.046824013
19569,RT @iDeepuDJ: I always waste my time on irrelevant bitches! &#128528;\,1,1,0.046832137
2158,' Wake up I'm blessed &#1041243; Steaight Kush No stress &#1043293; Thankin God for ma success &#1043359;&#1041240; Ma bitches say I'm the best &#1043351;&#1043323; .\,1,1,0.046933937
18952,"RT @alison_cherry: .@nlisa &amp; I are discussing our awful 90s fashion choices: yellow overall shorts, boxers over leggings. What was your bes&#8230;\",2,2,0.046934518
14874,RT @Buckm00se: abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L\,2,2,0.046990098
11137,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes.""\",1,1,0.047076255
7893,Almost just said some bitch shit &#128527;\,1,1,0.047077211
7732,Ain't even fuckin wit shady bitches\,1,1,0.047107769
22756,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included\",2,2,0.047212073
24445,how you insecure but a hoe? TF\,1,1,0.047217827
11805,"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.\",2,2,0.047258604
37,""" jus meet son now he ya mane ass bitches "" #Shots\",1,1,0.047317523
10484,"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no""\",1,1,0.047367203
18283,RT @Tweets2Sweet Or lack of &#8220;@HumbltonBanks Smh u niggers &amp; ur music knowledge&#8221;\,1,1,0.047402519
11645,"I'm on that good kush and alcohol.. I got some down bitches, but the can crawl\",1,1,0.04743402
19873,RT @kiii_anna: I was wearing bucket hats before you basic bitches http://t.co/9XPBV1VDN7\,1,1,0.047451201
24855,pls stop gassing fat hoes\,1,1,0.047497394
5840,@c_mccann23 fuck yes we are &#128540; triple xp nigguh\,1,1,0.047549747
18181,RT @TiffaniRenee3: @Victoria_Finae @drrrruuuu jealous bitch. &#128514;\,1,1,0.047554231
17232,RT @PRAYINGFORHEAD: mmy nigga flavio said deuces hoe http://t.co/pcMVjQXmUZ\,1,1,0.047557832
23098,What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?\,1,1,0.047589573
2818,@CallNeeshCakey &#128514;&#128514; bitches aint shit\,1,1,0.047620167
3111,@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.\,1,1,0.047637358
20803,RT @xDSmooth: Damn my niggah side bitch got him making her a sandwich &#128514;&#128514;&#128514;\,1,1,0.047707325
1314,&#8220;@GreatScottnyc: Can't a bitch living say I brought her MICHAEL Kors&#8221; we need more guys like you &#128588;\,1,1,0.047738563
14880,RT @BudaHefner74: &#8220;@breathTaker___: Wake up in the morning give me head bitch &#128514;&#128557;&#8221;\,1,1,0.047750155
188,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.\",2,2,0.04779066
17406,"RT @RakwonOGOD: ""Fuck bitches , get money"" - A favorite nigga's line when a girl leave his ass for another man\",1,1,0.047793901
7589,@yurista4life @PaulMoon8 are you for real right now!! @justinmiculka01 this kid haha where you at pussy\,1,1,0.048060969
5652,@alexrice_ wow your like 3 years late bitch\,1,1,0.048103453
17454,RT @RealNiggaSherm: I can't trust a bitch I can't trust myself\,1,1,0.048117145
17937,"RT @TRobRobinator: Basically, I'm the shit bitch\",1,1,0.048129676
4984,"@TakingBackSunda @NYCGreenfield @lsarsour that's not how you resist, you worthless retard. Do you need a dictionary?\",1,1,0.048163848
1647,&#8220;@Xenoss_: ''single af'' we don't care you're ugly anyways&#8221; @ me pussy\,1,1,0.048214783
11846,"If my bf posts a pic of my daughter, just like it and keep scrolling. Your comments aren't necessary. Yes bitch, I know she's cute.\",1,1,0.048295916
17943,"RT @TacoRell This show should be called ""side bitches"" I ain't seen love YET\",1,1,0.048302567
21611,Steve McNair got murdered by his side bitch man life is crazy\,1,1,0.048342038
8495,But why does my school always have prom on Friday the 13th like this isn't some Freddy Vs Jason shit Even tho some bitches gonna look it &#128554;\,1,1,0.04838548
5133,@TheoMaxximus @ZoeBarton3 fuck up pussy\,1,1,0.048400155
2933,@ClicquotSuave I would dead upper cut that bitch\,1,1,0.048451178
3791,@JonJ_07 like their players really been talking trash about Bama.\,2,2,0.048491023
22352,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass\,0,1,0.048507988
13256,"My ""sister"" use to walk the blade EVERYNIGHT so the way I see it that bitch don't have NO PLACE to try &amp; tell me wtf I should &amp; shouldnt do\",1,1,0.048534932
11654,I'm pussy I'm not about this internet life &#128557;&#128532;.\,1,1,0.048565621
6345,@immSpeed whatchu gon do bout it bitch\,1,1,0.04856676
25229,wouldn't be such a bitch if people didn't piss me off 24/7\,1,1,0.048574835
10814,I have officially earned my right to bitch about things for the next two years! Yay!\,1,1,0.048577675
